idx,yp,yy,mp,my,np,ny,epp,epy,ep,ey,up,uy,kpp,kpi,kpd,kyp,kyi,kyd,r,td,x
0.15,-29.92062,0,-36.4215267288501,1.88771315197145,57.2365638360658,-1.74227174344072,6.50090672885013,-1.88771315197145,-93.658090564916,3.62998489541217,11.2385951935267,-2.61537919663223,80,0.4,8,80,0.4,8,1.23447120333649,-3.43495617834246,3.73363910190238
0.165,-29.90414622,0,-35.8795567493442,2.18165216816024,41.4852403048181,2.51944370383809,5.97541052934424,-2.18165216816024,-77.3647970541624,-0.33779153567785,10.6162292514764,-3.07096852518978,80,0.4,8,80,0.4,8,0.919593120919297,-2.34716712355874,2.49745306688224
0.18,-29.88615936,0,-35.3882537864452,2.46329429331344,28.552143646778,5.17640992358983,5.50209442644523,-2.46329429331344,-63.9403974332233,-2.71311563027638,10.0481263191737,-3.51934272047014,80,0.4,8,80,0.4,8,0.676660504767548,-1.45230386267666,1.52110343550634
0.195,-29.86666914,0,-34.9604954533465,2.72559171024949,19.1916480236938,6.31187109485302,5.09382631334653,-2.72559171024949,-54.1521434770403,-3.58627938460354,9.55538313226908,-3.94996376388503,80,0.4,8,80,0.4,8,0.50775542616732,-0.733455401495749,0.77653698301139
0.21,-29.84568528,0,-34.6052148445842,2.96237621361634,13.937054167108,6.06783429549544,4.75952956458419,-2.96237621361634,-48.5422690116922,-3.1054580818791,9.15393254572214,-4.35329497173906,80,0.4,8,80,0.4,8,0.406281612365358,-0.164566709376519,0.22325551227478
0.225,-29.8232175,0,-34.3273413257579,3.16849527139829,13.0837142325497,4.63189679411199,4.50412382575792,-3.16849527139829,-47.4110555583076,-1.4634015227137,8.85427600094147,-4.721032740637,80,0.4,8,80,0.4,8,0.363821727552716,0.288619075284716,-0.185606217622034
0.24,-29.79927552,0,-34.1279291988424,3.33990329146971,16.6873200930326,2.22307457583224,4.32865367884245,-3.33990329146971,-50.8152492918751,1.11682871563747,8.66148658392003,-5.04627903224475,80,0.4,8,80,0.4,8,0.376192309936857,0.669597330855812,-0.500316808597409
0.255,-29.77386906,0,-34.0044523088835,3.47370817901221,24.5762367793108,-0.922418695925668,4.23058324888346,-3.47370817901221,-58.5806890881943,4.39612687493788,8.57546012557739,-5.32365265597455,80,0.4,8,80,0.4,8,0.447173312893061,1.03283371864615,-0.774116808440152
0.27,-29.74700784,0,-33.9512358244002,3.56817525163476,36.3759182834816,-4.56460665262041,4.20422798440017,-3.56817525163476,-70.3271541078818,8.13278190425517,8.59138059869931,-5.54934034791326,80,0.4,8,80,0.4,8,0.589151403004537,1.44452223843481,-1.06390010088388
0.285,-29.71870158,0,-33.9599919902036,3.62269220328025,51.5428602677676,-8.47172894406275,4.24129041020364,-3.62269220328025,-85.5028522579713,12.094421147343,8.70035798908344,-5.72109115726769,80,0.4,8,80,0.4,8,0.820760834416045,1.98090444976366,-1.43036417763268
0.3,-29.68896,0,-34.0204246317415,3.63770005345314,69.4052198327441,-12.4302813161529,4.33146463174146,-3.63770005345314,-103.425644464486,16.0679813696061,8.89019206743436,-5.83815967058673,80,0.4,8,80,0.4,8,1.16232279454607,2.72338245454951,-1.93635026771746
0.315,-29.65779282,0,-34.1208673897525,3.61459589946139,89.2071367790368,-16.2528220846445,4.46307456975249,-3.61459589946139,-123.328004168789,19.8674179841059,9.14621393499378,-5.90120512717323,80,0.4,8,80,0.4,8,1.63032657921476,3.7506180035117,-2.64285702399764
0.33,-29.62520976,0,-34.2489227570319,3.55561383159756,110.153886351093,-19.7834226687988,4.62371299703187,-3.55561383159756,-144.402809108125,23.3390365003964,9.45215850541554,-5.91215453201135,80,0.4,8,80,0.4,8,2.23230301689337,5.12874356250443,-3.60309465980518
0.345,-29.59122054,0,-34.3920725786604,3.46369059645463,131.45524456176,-22.9007906089173,4.80085203866043,-3.46369059645463,-165.847317140421,26.3644812053719,9.79102472963701,-5.87403848169824,80,0.4,8,80,0.4,8,2.96323624456468,6.90145974505402,-4.85567781503147
0.36,-29.55583488,0,-34.5382353365027,3.34232251954112,152.364820982327,-25.5192206577262,4.98240045650274,-3.34232251954112,-186.90305631883,28.8615431772674,10.1458858122654,-5.79080860384922,80,0.4,8,80,0.4,8,3.80423290517659,9.08199494979285,-6.41844118475015
0.375,-29.5190625,0,-34.6762508416916,3.19541984596622,172.213578134845,-27.587633949324,5.15718834169163,-3.19541984596622,-206.889828976537,30.7830537952902,10.5006183269234,-5.66714529118301,80,0.4,8,80,0.4,8,4.72364083623561,11.648623902224,-8.28432653877849
0.39,-29.48091312,0,-34.7962785059701,3.02716406019687,190.436280048145,-29.0870492553275,5.3153653859701,-3.02716406019687,-225.232558554115,32.1142133155244,10.8405264492186,-5.50826382116727,80,0.4,8,80,0.4,8,5.68030692208789,14.5447723788313,-10.4203782294971
0.405,-29.44139646,0,-34.8901008079931,2.84187295198967,206.590176869406,-30.0269081812971,5.44870434799306,-2.84187295198967,-241.480277677399,32.8687811332868,11.1528449778568,-5.31972604623342,80,0.4,8,80,0.4,8,6.62828565721195,17.6838539550895,-12.7702330265387
0.42,-29.40052224,0,-34.9513286418522,2.64387726872714,220.36592542435,-30.4408670158584,5.55080640185217,-2.64387726872714,-255.317254066202,33.0847442845855,11.4271119823482,-5.10726369640285,80,0.4,8,80,0.4,8,7.52211418191931,20.958104087302,-15.2597782893934
0.435,-29.35830018,0,-34.9755097447518,2.43741180422043,231.593361194318,-30.3847976533067,5.61720956475183,-2.43741180422043,-266.56887093907,32.8222094575272,11.6554084848291,-4.87661804875134,80,0.4,8,80,0.4,8,8.32176740391214,24.2499876793556,-17.8050357828972
0.45,-29.31474,0,-34.9601452439047,2.22652278765871,240.150320689419,-29.8448856718896,5.64540524390468,-2.22652278765871,-275.110465933324,32.0714084595483,11.8324683537469,-4.63339938198775,80,0.4,8,80,0.4,8,8.99656835645056,27.4443085134212,-20.321689290776
0.465,-29.26985142,0,-34.9046225027756,2.01499251057229,246.267378144057,-29.0480454457719,5.63477108277556,-2.01499251057229,-281.172000646832,31.0630379563442,11.9556664610227,-4.3829683355384,80,0.4,8,80,0.4,8,9.5275941600832,30.4405913005522,-22.7317011454562
0.48,-29.22364416,0,-34.8100748949996,1.80628130643194,250.030073569023,-27.9751903915847,5.58643073499955,-1.80628130643194,-284.840148464023,29.7814716980166,12.0248971117772,-4.13034009910196,80,0.4,8,80,0.4,8,9.90843224629947,33.1587110200134,-24.9724436829174
0.495,-29.17612794,0,-34.67918092799,1.60348630294713,251.714413557348,-26.7122259020545,5.50305298799,-1.60348630294713,-286.393594485338,28.3157122050016,12.0423578244276,-3.88011131754502,80,0.4,8,80,0.4,8,10.1443987584075,35.5479867561319,-27.0002340854614
0.51,-29.12731248,0,-34.5159163231664,1.40931581292756,251.654214139369,-25.3359555715961,5.38860384316645,-1.40931581292756,-286.170130462536,26.7452713845236,12.0122557673708,-3.63640873336933,80,0.4,8,80,0.4,8,10.25056770519,37.586967435514,-28.7924590253265
0.525,-29.0772075,0,-34.3252732786957,1.22607781577387,250.218614463548,-23.9121011754899,5.24806577869567,-1.22607781577387,-284.543887742244,25.1381789912638,11.9404555965453,-3.40285791327132,80,0.4,8,80,0.4,8,10.2490544001107,39.2821921157607,-30.3470251398716
0.54,-29.02582272,0,-34.1129612292175,1.05568069990345,247.792354953938,-22.496801115243,5.08713850921747,-1.05568069990345,-281.905316183155,23.5524818151465,11.8340881278237,-3.18256991155141,80,0.4,8,80,0.4,8,10.1660256362281,40.6639173083806,-31.6797384393457
0.555,-28.97316786,0,-33.885103005088,0.899644273034263,244.754005696885,-21.1356151508869,4.91193514508805,-0.899644273034263,-278.639108701973,22.0352594239212,11.7011392525224,-2.97814339717597,80,0.4,8,80,0.4,8,10.0288485588066,41.78014231208,-32.8202955341635
0.57,-28.91925264,0,-33.6479394109202,0.759118985986954,241.456187115601,-19.8630092584869,4.72868677092016,-0.759118985986954,-275.104126526521,20.6221282444738,11.550037793513,-2.79167959376994,80,0.4,8,80,0.4,8,9.86367768074292,42.6899332147456,-33.8076053419421
0.585,-28.86408678,0,-33.4075539265392,0.634911339821539,238.208874626859,-18.7024770691851,4.54346714653924,-0.634911339821539,-271.616428553398,19.3373884090066,11.389259640547,-2.62480733137278,80,0.4,8,80,0.4,8,9.69364429551985,43.4569055978727,-34.6850729046314
0.6,-28.80768,0,-33.1696275339849,0.527513540041662,235.266471575158,-17.6672257891297,4.36194753398487,-0.527513540041662,-268.436099109143,18.1947393291714,11.2269635508227,-2.4787155645346,80,0.4,8,80,0.4,8,9.5376838393628,44.1434782063849,-35.4963061936274
0.615,-28.75004202,0,-32.9392316617848,0.437135611412295,232.819070694922,-16.7613097920036,4.18918964178477,-0.437135611412295,-265.758302356707,17.1984454034159,11.070671534512,-2.35419085429359,80,0.4,8,80,0.4,8,9.40993709367281,44.8062259008412,-36.2815084573634
0.63,-28.69118256,0,-32.7206650021569,0.363738380631821,230.98806510466,-15.9810823646366,4.0294824421569,-0.363738380631821,-263.708730106817,16.3448207452684,10.9270038743157,-2.25165752516441,80,0.4,8,80,0.4,8,9.31960297542522,45.4924083837053,-37.0746442810785
0.645,-28.63111134,0,-32.5173376044366,0.307065961054845,229.826015507142,-15.3168370915772,3.88622626443663,-0.307065961054845,-262.343353111578,15.6239030526321,10.801475690045,-2.17121847787838,80,0.4,8,80,0.4,8,9.27110535124486,46.2375793751021,-37.9013515239117
0.66,-28.56983808,0,-32.3317032949776,0.266676623962844,229.320445312162,-14.754519668058,3.76186521497763,-0.266676623962844,-261.65214860714,15.0211962920209,10.6983587105285,-2.11269495077978,80,0.4,8,80,0.4,8,9.26445549242417,47.064107697656,-38.777524915467
0.675,-28.5073725,0,-32.1652392365311,0.24197120470812,229.401034826208,-14.2774054864146,3.65786673653106,-0.24197120470812,-261.566274062739,14.5193766911228,10.6206087206426,-2.07566386423438,80,0.4,8,80,0.4,8,9.295730998681,47.9804561367178,-39.7085092939649
0.69,-28.44372432,0,-32.0184694256258,0.232218459382721,229.949531412052,-13.8676560735632,3.5747451056258,-0.232218459382721,-261.968000837678,14.0998745329459,10.5698561698544,-2.0594917394799,80,0.4,8,80,0.4,8,9.35763512788362,48.9811329434522,-40.6888848180342
0.705,-28.37890326,0,-31.8910272234277,0.236577048319345,230.811591974815,-13.5076868606103,3.51212396342774,-0.236577048319345,-262.702619198242,13.7442639089297,10.5464548000263,-2.06336454187731,80,0.4,8,80,0.4,8,9.44013384586909,50.0473117539367,-41.7028713049427
0.72,-28.31291904,0,-31.781750688087,0.254114066810371,231.809729605419,-13.1812987028492,3.46883164808698,-0.254114066810371,-263.591480293506,13.4354127696595,10.5495809841873,-2.08631314424737,80,0.4,8,80,0.4,8,9.53118329973548,51.1481694341998,-42.7253973407049
0.735,-28.24578138,0,-31.6888035611872,0.283820261874103,232.7565452959,-12.8745452230183,3.44302218118717,-0.283820261874103,-264.445348857087,13.1583654848924,10.5773748380294,-2.12723442530948,80,0.4,8,80,0.4,8,9.61755602977799,52.2429929353531,-43.7238573582518
0.75,-28.1775,0,-31.609814266414,0.324622259080086,233.467482003417,-12.5763269743923,3.43231426641401,-0.324622259080086,-265.077296269831,12.9009492334724,10.6271131070203,-2.18490829912186,80,0.4,8,80,0.4,8,9.68575408116509,53.2840499886267,-44.6605169588382
0.765,-28.10808462,0,-31.5420251886201,0.375392269641426,233.77243284914,-12.2787215750416,3.43394056862015,-0.375392269641426,-265.314458037761,12.6541138446831,10.6954033424864,-2.25801120409085,80,0.4,8,80,0.4,8,9.72296911871394,54.2201174463819,-45.4954372785167
0.78,-28.03754496,0,-31.482444778825,0.434955851620933,233.525657157736,-11.9770767149074,3.44489981882499,-0.434955851620933,-265.008101936561,12.4120325665283,10.7783889259745,-2.34512675761765,80,0.4,8,80,0.4,8,9.71802285275858,55.0004416227866,-46.1896954761161
0.795,-27.96589074,0,-31.4279956223946,0.502098358816561,232.61359608979,-11.6699111183942,3.46210488239456,-0.502098358816561,-264.041591712185,12.1720094772108,10.8719550232487,-2.44475440085236,80,0.4,8,80,0.4,8,9.66220356783965,55.5787985102006,-46.7086043976179
0.81,-27.89313168,0,-31.3756524505269,0.575570727418164,230.960322591068,-11.3586890513091,3.48252077052686,-0.575570727418164,-262.335975041595,11.9342597787272,10.971926469744,-2.55531691638539,80,0.4,8,80,0.4,8,9.54991131389184,55.9172560520041,-47.0245991653541
0.825,-27.8192775,0,-31.3225651011019,0.654095226459622,228.530496809826,-11.0475620153753,3.50328760110187,-0.654095226459622,-259.853061910928,11.7016572418349,11.0742498196221,-2.67516770184555,80,0.4,8,80,0.4,8,9.37903626862178,55.9892326533166,-47.1194705904854
0.84,-27.74433792,0,-31.2661625755417,0.736371737622332,225.32981344872,-10.7432228390909,3.5218246555417,-0.736371737622332,-256.595976024262,11.4795945767133,11.1751532380868,-2.80259862855233,80,0.4,8,80,0.4,8,9.15101806929992,55.7814963917506,-46.9856791013223
0.855,-27.66832266,0,-31.20423552874,0.821085038584223,221.402993087299,-10.4551446866834,3.53591286874001,-0.821085038584223,-252.607228616039,11.2762297252676,11.2712794903933,-2.93584921292228,80,0.4,8,80,0.4,8,8.87055842106083,55.2948362700413,-46.6265509038684
0.87,-27.59124144,0,-31.1349957109953,0.906913448386766,216.829297145353,-10.1968732485779,3.54375427099533,-0.906913448386766,-247.964292856348,11.1037866969647,11.3597888964878,-3.07311768729408,80,0.4,8,80,0.4,8,8.54496022555194,54.5431977348182,-46.0551628870684
0.885,-27.51310398,0,-31.0571120042261,0.992539060488316,211.714950027608,-9.99058252865714,3.54400802422614,-0.992539060488316,-242.772062031835,10.9831215891455,11.4384307025907,-3.21257438557849,80,0.4,8,80,0.4,8,8.18295494514202,53.5509090558241,-45.2913777463175
0.9,-27.43392,0,-30.9697237189041,1.07665964701044,206.1782338817,-9.88551148454012,3.53580371890407,-1.07665964701044,-237.147957600604,10.9621711315506,11.5055828071513,-3.35237766795826,80,0.4,8,80,0.4,8,7.7921151213262,52.3462186579421,-44.3540626763527
0.915,-27.35369922,0,-30.8724327120023,1.15800217402152,200.281512074692,-10.0960184698667,3.51873349200235,-1.15800217402152,-231.153944786695,11.2540206438882,11.5602611178241,-3.49069240857173,80,0.4,8,80,0.4,8,7.36503641736879,50.9358083806847,-43.2171737953469
0.93,-27.27245136,0,-30.7652766278665,1.23533773019,195.495469539683,-7.63003514980001,3.49282526786648,-1.23533773019,-226.26074616755,8.86537287999001,11.6021009703264,-3.62571087157676,80,0.4,8,80,0.4,8,7.1982236062551,49.4826696505446,-42.7944097667866
0.945,-27.19018614,0,-30.6486861397375,1.30749754687526,190.826224319054,-5.13987130821118,3.45849999973752,-1.30749754687526,-221.474910458791,6.44736885508644,11.6313139828439,-3.7556756146356,80,0.4,8,80,0.4,8,7.04227400558786,49.5611169628083,-42.4449782250797
0.96,-27.10691328,0,-30.5234294736945,1.37338968290633,178.454197990189,-20.891377380808,3.41651619369449,-1.37338968290633,-208.977627463884,22.2647670637143,11.6486244354476,-3.87890389417543,80,0.4,8,80,0.4,8,5.3097393695928,47.0582835575798,-36.9152961721393
0.975,-27.0226425,0,-30.3905477296655,1.43201586692178,173.364495648029,-20.8905899152289,3.36790522966551,-1.43201586692178,-203.755043377694,22.3226057821507,11.6551897467827,-3.99381291184142,80,0.4,8,80,0.4,8,5.01365689933904,39.5977007581847,-35.884253201723
0.99,-26.93738352,0,-30.2512845823553,1.48248793774491,172.794775414551,-11.7450087279416,3.31390106235531,-1.48248793774491,-203.046059996907,13.2274966656865,11.6525098727071,-4.09894514262475,80,0.4,8,80,0.4,8,5.48784837476015,42.6396739874849,-37.0073879241664
1.005,-26.85114606,0,-30.1070138600304,1.52404330076394,168.946137812347,-11.5347827597994,3.2558678000304,-1.52404330076394,-199.053151672377,13.0588260605634,11.6423304838664,-4.19299292634286,80,0.4,8,80,0.4,8,5.26895062812183,41.6511701475621,-36.1478926239649
1.02,-26.76393984,0,-29.9591682771448,1.55605882591069,165.666529387224,-11.60941097927,3.19522843714478,-1.55605882591069,-195.625697664368,13.1654698051807,11.6265446085262,-4.27482148729152,80,0.4,8,80,0.4,8,5.07062116994924,40.5836431660068,-35.3370533635067
1.035,-26.67577458,0,-29.8091722576391,1.57806264918292,163.092574484978,-11.744559540305,3.1333976776391,-1.57806264918292,-192.901746742617,13.3226221894879,11.6070970764806,-4.34348957146585,80,0.4,8,80,0.4,8,4.91175210123996,39.6566979516295,-34.6391263889188
1.05,-26.58666,0,-29.6583813523524,1.58974340185577,161.23511151084,-11.9360763080853,3.07172135235239,-1.58974340185577,-190.893492863192,13.5258197099411,11.5858955978091,-4.39826695404892,80,0.4,8,80,0.4,8,4.79152409944712,38.8839182697516,-34.0611401135599
1.065,-26.49660582,0,-29.5080302515229,1.59095647546985,160.073495632309,-12.1856502634696,3.0114244315229,-1.59095647546985,-189.581525883832,13.7766067389395,11.5647316890138,-4.43864816725433,80,0.4,8,80,0.4,8,4.7074615892941,38.2668125078288,-33.6038251587014
1.08,-26.40562176,0,-29.3591908482417,1.58172703135015,159.560730016648,-12.4939032654117,2.95356908824166,-1.58172703135015,-188.91992086489,14.0756302967619,11.5452139537903,-4.46436192391229,80,0.4,8,80,0.4,8,4.65615736733336,37.8012064846492,-33.2634838314876
1.095,-26.31371754,0,-29.212741247505,1.56224957523396,159.626796518941,-12.8601640813541,2.89902370750501,-1.56224957523396,-188.839537766446,14.422413656588,11.5287154728347,-4.47537585817027,80,0.4,8,80,0.4,8,4.63343401030109,37.4779098949066,-33.0323515054152
1.11,-26.22090288,0,-29.0693460637149,1.53288403481278,160.182680094697,-13.2824689908374,2.84844318371493,-1.53288403481278,-189.252026158412,14.8153530256502,11.5163362928556,-4.4718963635378,80,0.4,8,80,0.4,8,4.63447271775827,37.2831753888992,-32.8989563308532
1.125,-26.1271875,0,-28.9294478304601,1.49414839502297,161.124922255891,-13.7576001171209,2.80226033046011,-1.49414839502297,-190.054370086351,15.2517485121439,11.5088812636001,-4.45436347236824,80,0.4,8,80,0.4,8,4.65393831547605,37.1991995534626,-32.848554299806
1.14,-26.03258112,0,-28.7932688803792,1.4467080576021,162.340457725744,-14.2811591562113,2.76068776037915,-1.4467080576021,-191.133726606123,15.7278672138134,11.5068527840173,-4.42344088223281,80,0.4,8,80,0.4,8,4.68611490121016,37.2047211166763,-32.8636720548461
1.155,-25.93709346,0,-28.6608226560888,1.39136219328744,163.711495404902,-14.8476763836195,2.72372919608879,-1.39136219328744,-192.37231806099,16.2390385769069,11.5104574106965,-4.38000138673809,80,0.4,8,80,0.4,8,4.72506277162941,37.275754686506,-32.9247745163505
1.17,-25.84073424,0,-28.5319330972777,1.32902744343324,165.120224665091,-15.4507523887452,2.69119885727766,-1.32902744343324,-193.652157762368,16.7797798321784,11.519624773711,-4.32510810540753,80,0.4,8,80,0.4,8,4.7648010176671,37.3864748509495,-33.0110526577952
1.185,-25.74351318,0,-28.4062605210862,1.26071940005149,166.453156732627,-16.0832280267749,2.6627473410862,-1.26071940005149,-194.859417253713,17.3439474268264,11.5340368508875,-4.25999202472015,80,0.4,8,80,0.4,8,4.79951277475559,37.5102352573795,-33.1013029305014
1.2,-25.64544,0,-28.2833322750718,1.18753234757745,167.604946135799,-16.7373766622654,2.63789227507179,-1.18753234757745,-195.888278410871,17.9249090098428,11.5531653787088,-4.18602645697841,80,0.4,8,80,0.4,8,4.82376318792813,37.6206772481603,-33.1748491561886
1.215,-25.54652442,0,-28.1625763922564,1.11061778518965,168.481576422906,-17.4051119265168,2.61605197225639,-1.11061778518965,-196.644152815162,18.5157297117065,11.576315027619,-4.10469909334736,80,0.4,8,80,0.4,8,4.83271502097743,37.6928589800283,-33.212444221341
1.23,-25.44677616,0,-28.0433565099619,1.03116226529539,169.002835255367,-18.0782039618898,2.59658034996191,-1.03116226529539,-197.046191765329,19.1093662271852,11.6026699367256,-4.01758237137823,80,0.4,8,80,0.4,8,4.82232433272809,37.7043230048064,-33.1970848899069
1.245,-25.34620494,0,-27.9250064191672,0.950365082601714,169.10404446766,-18.7484975332332,2.57880147916717,-0.950365082601714,-197.029050886827,19.6988626158349,11.6313412781374,-3.92630289592665,80,0.4,8,80,0.4,8,4.7894990321487,37.636019922716,-33.1146788234428
1.26,-25.24482048,0,-27.8068627773758,0.869416330437147,168.737049190346,-19.4081265812031,2.56204229737577,-0.869416330437147,-196.543911967721,20.2775429116403,11.6614136907888,-3.83251064689403,80,0.4,8,80,0.4,8,4.73220615954143,37.4730174112975,-32.9545170633916
1.275,-25.1426325,0,-27.6882947322858,0.789475808579562,167.870505962777,-20.0497222009631,2.54566223228577,-0.789475808579562,-195.558800695063,20.8391980095426,11.691988671069,-3.73784867975618,80,0.4,8,80,0.4,8,4.64951878176988,37.2049451992124,-32.7095251821731
1.29,-25.03965072,0,-27.5687294519197,0.711653222047126,166.489544088601,-20.666616006747,2.52907873191973,-0.711653222047126,-194.058273540521,21.3782692287941,11.7222233145676,-3.64392397810772,80,0.4,8,80,0.4,8,4.54159958125327,36.8261537094966,-32.3762889242059
1.305,-24.93588486,0,-27.447672825262,0.63699005561372,164.594913614778,-21.2530527762966,2.51178796526201,-0.63699005561372,-192.04258644004,21.8900428319103,11.7513631507076,-3.55228005458603,80,0.4,8,80,0.4,8,4.40962472492675,36.3355932141124,-31.9548726468816
1.32,-24.83134464,0,-27.3247248723833,0.566443446803357,162.201801921338,-21.8044610252718,2.49338023238328,-0.566443446803357,-189.526526793721,22.3709044720752,11.7787681810812,-3.46437182093543,80,0.4,8,80,0.4,8,4.25565797897838,35.7364485680842,-31.4484702023191
1.335,-24.72603978,0,-27.1995896721294,0.500872313367977,159.338709202671,-22.317957798139,2.47354989212939,-0.500872313367977,-186.538298874801,22.818830111507,11.8039316050645,-3.3815431631084,80,0.4,8,80,0.4,8,4.08249247660302,35.0355932945544,-30.8629536206268
1.35,-24.61998,0,-27.0720798678374,0.441025922214581,156.0477941011,-22.7939121704798,2.4520998678374,-0.441025922214581,-183.119873968937,23.2349380926944,11.8264910765627,-3.30500756659056,80,0.4,8,80,0.4,8,3.89349690396128,34.2429777407213,-30.2064587079171
1.365,-24.51317502,0,-26.9421160381293,0.387535017687354,152.397591681196,-23.2454288816122,2.42894101812929,-0.387535017687354,-179.339707719325,23.6329638992995,11.8462326694577,-3.2358320438207,80,0.4,8,80,0.4,8,3.69266223561259,33.3713522013191,-29.4897681354164
1.38,-24.40563456,0,-26.8097214135096,0.340905560052562,148.358680227302,-23.6206650877853,2.40408685350959,-0.340905560052562,-175.168401640811,23.9615706478379,11.8630880249565,-3.17492452262719,80,0.4,8,80,0.4,8,3.48231106273689,32.4358792649752,-28.7166400688868
1.395,-24.29736834,0,-26.6750125751914,0.301515061724838,143.698640612509,-23.737458689976,2.37764423519137,-0.301515061724838,-170.3736531877,24.0389737517009,11.877125402704,-3.12302476465593,80,0.4,8,80,0.4,8,3.2615141014273,31.4220134171496,-27.8854890916802
1.41,-24.18838608,0,-26.5381868872707,0.269611450663061,139.245573154835,-24.0878018054757,2.34980080727065,-0.269611450663061,-165.783760042106,24.3574132561387,11.888535553159,-3.08069879809132,80,0.4,8,80,0.4,8,3.04638919154539,30.3850328613862,-27.0401825057684
1.425,-24.0786975,0,-26.3995074859988,0.245314338600138,134.494156045084,-24.3167088774281,2.32080998599879,-0.245314338600138,-160.893663531082,24.5620232160283,11.8976134679869,-3.0483367714433,80,0.4,8,80,0.4,8,2.8308578346278,29.3207636578504,-26.1678244531009
1.44,-23.96831232,0,-26.2592866812183,0.228618527203202,129.605909851733,-24.4951294365219,2.29097436121829,-0.228618527203202,-155.865196532951,24.7237479637251,11.9047371473728,-3.02615406626939,80,0.4,8,80,0.4,8,2.61941730628939,28.2400418907045,-25.2812106526561
1.455,-23.85724026,0,-26.1178686174078,0.219399548450969,124.640059226775,-24.6314820551994,2.26062835740784,-0.219399548450969,-150.757927844182,24.8508816036504,11.9103445498728,-3.01419544750375,80,0.4,8,80,0.4,8,2.41448666214484,27.1545564876157,-24.3885031254908
1.47,-23.74549104,0,-25.9756119989937,0.217421006752597,119.644728384008,-24.7301760168165,2.2301209589937,-0.217421006752597,-145.620340383001,24.9475970235691,11.9149098654971,-3.01234198128272,80,0.4,8,80,0.4,8,2.21790587645221,26.0737447403148,-23.4966096757656
1.485,-23.63307438,0,-25.832873611518,0.222343469652294,114.662128471127,-24.7952475178951,2.19979923151803,-0.222343469652294,-140.495002082645,25.0175909875474,11.9189201817455,-3.02032041213281,80,0.4,8,80,0.4,8,2.03104159238307,25.005460030546,-22.6113726129161
1.5,-23.52,0,-25.6899932726394,0.233734641168105,109.728864745235,-24.8307191163685,2.1699932726394,-0.233734641168105,-135.418858017875,25.0644537575366,11.9228535023189,-3.03771466413008,80,0.4,8,80,0.4,8,1.85482986829403,23.9560899223669,-21.7376284359495
