idx,yp,yy,mp,my,np,ny,epp,epy,ep,ey,up,uy,kpp,kpi,kpd,kyp,kyi,kyd,r,td,x
0,-30,0,-40.1070456591576,0,0,0,10.1070456591576,0,-40.1070456591576,0,0,0,80,0.4,8,80,0.4,8,0.245,0.245472621369687,0.0472621369687323
0.015,-29.99919162,0,-40.1586521220835,0.00562100632704788,-742.955559701881,19.1455761851823,10.1594605020835,-0.00562100632704788,702.796907579797,-19.1399551788553,14.3311083952173,0,79.9619506888168,0.396922251806538,7.8087058749384,79.9998360871084,0.399999967217422,7.99996721742169,71.1870848800557,39.7507936199585,201.463593581024
0.03,-29.99677296,0,-40.1172907378449,0.0589336282361943,-785.979723025134,54.0768603618316,10.1205177778449,-0.0589336282361943,745.862432287289,-54.0179267335954,14.5610345399556,-0.0470394609122271,80.0066845797222,0.389435130841718,7.82077441549002,79.9961226644437,0.399998363639352,7.99972766880809,72.9023842455896,-202.078320283357,208.443450241697
0.045,-29.99275374,0,-39.9358785860806,0.164631440407171,-846.97882572458,85.9785088142417,9.94312484608059,-0.164631440407171,807.0429471385,-85.8138773738345,14.5857613368744,-0.170225647995354,80.2258821905434,0.382041845230164,7.83173654306831,79.9839843126908,0.399989592794367,7.9993421589484,79.2266304516779,-135.004548958467,225.771641100815
0.06,-29.98714368,0,-39.630806512452,0.318552435520284,-891.492688149996,115.571666963068,9.64366283245199,-0.318552435520284,851.861881637544,-115.253114527548,14.4212481869623,-0.365612403347199,80.6172321211239,0.374406136519583,7.84180681971875,79.9594637684264,0.399964212760679,7.99885163065598,82.6415599843968,-145.021532077414,235.518920583724
0.075,-29.9799525,0,-39.2224320293663,0.515171505240747,-916.783986305307,141.42353102778,9.24247952936628,-0.515171505240747,877.561554275941,-140.90835952254,14.0898007730228,-0.627057989157452,81.1596276851375,0.366798353755113,7.85030329883382,79.9203090792292,0.39991065212182,7.99831492567123,82.6515291312342,-151.773511295638,236.279450564609
0.09,-29.97118992,0,-38.7339428241918,0.747817885402096,-922.127222666775,162.323114223019,8.76275290419184,-0.747817885402096,883.393279842583,-161.575296337617,13.6187322406878,-0.946551653320661,81.8160553140205,0.359468955094736,7.85672832809283,79.8662729091458,0.399817387629217,7.99779607991057,79.3560669987907,-152.885837284837,228.142959012963
0.105,-29.96086566,0,-38.1901957266587,1.00892494980878,-907.887951073009,177.445182960807,8.22933006665866,-1.00892494980878,869.69775534635,-176.436258010998,13.0394307650523,-1.31454074774219,82.5391884922109,0.352626805945467,7.86082154458185,79.7991095999299,0.399675222913241,7.99735463127278,73.2013180865717,-148.283586538075,212.131382357075
0.12,-29.94898944,0,-37.6165590817793,1.29030408327323,-875.504453833049,186.396804221349,7.66756964177931,-1.29030408327323,837.88789475127,-185.106500138076,12.3862465850285,-1.72030823286681,83.2781680371213,0.346424357747937,7.86257613511627,79.7222341676825,0.399479169064454,7.99703710464685,64.9023280266931,-138.532415438087,190.026705049918
0.135,-29.93557098,0,-37.0377887514466,1.58343340013893,-827.432297659877,189.237863663776,7.1022177714466,-1.58343340013893,790.394508908431,-187.654430263637,11.6951003788076,-2.15238209525103,83.9853984016754,0.340951106585573,7.86221710685662,79.6401303841021,0.399229548403826,7.9968713202611,55.3330845121938,-124.715106489945,164.099662070578
0.15,-29.92062,0,-36.4769748850555,1.87975060106195,-767.014252605932,186.469242453811,6.55635488505549,-1.87975060106195,730.537277720877,-184.589491852749,11.0018198112199,-2.59895610156076,84.6222287814344,0.336235243730017,7.86014664911582,79.5576298156508,0.398932095982336,7.99686436643884,45.3969794613754,-108.264112411264,136.771293605782
0.165,-29.90414622,0,-35.954603024502,2.17093804455136,-698.275282217698,178.986937633503,6.05045680450196,-2.17093804455136,662.320679193196,-176.815999588952,10.3403214586091,-3.04830136292563,85.162634081147,0.332252097272233,7.85686759712171,79.4792021193682,0.398597037788916,7.99700434332467,35.9014161643705,-90.7430113737075,110.27082492976
