Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9
0,0.249544075791643,0.126605310649565,0.272396898593236,-0.437406307601418,-0.233844852412905,-0.0532629904682447,0.398315993964436,0.42518390163627
0.015,0.249858500352881,0.126709506983798,0.272374583968368,-0.437406307601418,-0.233844649470881,-0.0532629415582706,0.398315981700806,0.42518390163627
0.03,0.250837772806145,0.127662928770417,0.273131050140769,-0.43703254144715,-0.233841609964653,-0.0532606626600855,0.398317424248712,0.42518452866317
0.045,0.251841608144563,0.128642199468184,0.274086995992871,-0.436044148966974,-0.233832770238037,-0.0532530509710287,0.398323805664046,0.425189694693854
0.06,0.252971879768457,0.129753403943888,0.275176573626892,-0.434977298654197,-0.233815488814869,-0.0532373665147418,0.398337841372792,0.425202039818784
0.075,0.254187805845644,0.130958080543959,0.276367085139141,-0.433803782028881,-0.233788297030718,-0.0532119259885328,0.398361435191125,0.425223701945632
0.09,0.255437365808157,0.132205228109704,0.277608810082641,-0.432570489419915,-0.233751164418272,-0.0531764480875903,0.398395118251873,0.425255458530139
0.105,0.25666623776922,0.133440468948978,0.278847542440472,-0.431331196871096,-0.233705515125851,-0.053132126176375,0.398437937466548,0.425296605017359
0.12,0.257824300851301,0.134612592148305,0.280031192266203,-0.430138656910197,-0.233653938649349,-0.0530813847609989,0.398487650056754,0.425345095953211
0.135,0.258871256802754,0.135679381332837,0.28111578897233,-0.429038419584342,-0.233599683315892,-0.0530274013195734,0.39854116973996,0.42539795617715
0.15,0.25978048429931,0.136611813097158,0.282070000634193,-0.428064016395466,-0.233546059718735,-0.0529735149686559,0.398595148558007,0.425451848970458
0.165,0.260540533819166,0.137395961418071,0.282877438855632,-0.427234266908087,-0.23349589433805,-0.0529226627732369,0.39864655407246,0.425503662817823
0.18,0.261154186641603,0.138032440329555,0.283536492719771,-0.426553049182767,-0.233451147986404,-0.0528769650273717,0.398693114898034,0.425550985105023
0.195,0.261635539238341,0.138533762586451,0.284057983416572,-0.426011330090121,-0.233412758406935,-0.0528375293820812,0.398733554639396,0.425592373356848
0.21,0.262005973633875,0.13892042388449,0.28446139129813,-0.425590767621183,-0.233380699791962,-0.0528044775276078,0.398767599438303,0.425627398106182
0.225,0.262290023929624,0.139216717290487,0.28477064615534,-0.425267916443186,-0.23335419518234,-0.0527771383974259,0.398795806488474,0.425656495488424
0.24,0.262512028547048,0.139447204198679,0.285010436957331,-0.425018057800938,-0.233331986378614,-0.0527543155958613,0.39881930184485,0.425680713035881
0.255,0.262694133864535,0.139634470801438,0.285203729880877,-0.424817909267647,-0.233312565860504,-0.0527345314786638,0.398839526349579,0.425701447896463
0.27,0.262855803315027,0.139798393529782,0.285370787637897,-0.424646852258277,-0.233294301813382,-0.0527161731123885,0.398858069815123,0.425720262412866
0.285,0.263014603170196,0.139956742320696,0.285529579483479,-0.424486724903565,-0.233275429468469,-0.0526975057863197,0.398876635205451,0.425738826033271
0.3,0.263187766646546,0.14012665807349,0.285697157265591,-0.424320561791907,-0.23325392623362,-0.0526765645520408,0.39889712956748,0.425758987708408
0.315,0.263393922352654,0.140326398351871,0.285891404016643,-0.424130857167245,-0.233227322946618,-0.0526509713453963,0.398921839389107,0.425782942109937
0.33,0.263654411740961,0.140576759730217,0.286132550830745,-0.423897964688108,-0.23319252149095,-0.0526177463027037,0.398953623941645,0.42581342593727
0.345,0.263993782357054,0.140901729849725,0.28644398356681,-0.423599141256478,-0.233145687369716,-0.0525731834737284,0.398996055287591,0.425853872387923
0.36,0.264439278083133,0.141328148668938,0.286852077644219,-0.423208537073287,-0.233082266864738,-0.0525128447216708,0.399053447323386,0.425908462681029
0.375,0.265019394265442,0.141884407168038,0.287385048415087,-0.42269818610191,-0.232997148237169,-0.0524316967596827,0.399130743502642,0.425982039005258
0.39,0.26576176910933,0.142598425724158,0.28807102785263,-0.422039819858013,-0.232884953245179,-0.0523243830094183,0.399233266004462,0.426079875997322
0.405,0.266690805500567,0.143495292165354,0.28893573081562,-0.421207160713168,-0.23274041665945,-0.0521855921881237,0.399366359973703,0.426207339649436
0.42,0.267825737603096,0.144595129843825,0.29000027465523,-0.420178139301748,-0.232558675798026,-0.052010407615425,0.399535043692636,0.426369539328576
0.435,0.269168858101553,0.14590403024112,0.291273823458955,-0.418941461773124,-0.232339711722654,-0.0517975988673631,0.399741459914031,0.426569142007267
0.45,0.270729248995823,0.147428117815393,0.292760774952659,-0.417491780973035,-0.23207869763364,-0.0515439113657227,0.399987782570763,0.426808332080506
0.465,0.272502008492701,0.149166263793229,0.294462987629624,-0.41582674183803,-0.231774437445378,-0.0512469255259731,0.400277317658646,0.42709026081598
0.48,0.274474220013359,0.151106432793294,0.296369574978673,-0.413955237279772,-0.23142727283558,-0.0509068871243567,0.400610004604638,0.427415381264854
0.495,0.276626674267809,0.153230351395338,0.298463288235624,-0.411893388290847,-0.23103882599186,-0.0505252189837637,0.400984633760108,0.427782716785159
0.51,0.278935706267835,0.155514972710061,0.30072179019574,-0.409662730480382,-0.230611769208072,-0.0501044352575613,0.40139886408274,0.428190114113983
0.525,0.281375267413303,0.157934515712588,0.303119657739233,-0.407288236923265,-0.23014951300956,-0.0496478445111903,0.4018495053663,0.428634517718096
0.54,0.283919008700704,0.160462560611095,0.305630482072638,-0.40479622017839,-0.229655847803289,-0.0491591965882171,0.402332864735876,0.429112308369012
0.555,0.286542168309709,0.1630739804436,0.308228838160042,-0.402212331435873,-0.229134579102018,-0.0486423164068174,0.402845112865031,0.42961966795169
0.57,0.289223102297622,0.165746538861608,0.31089194508648,-0.399559842437393,-0.228589193192378,-0.0481007624573306,0.403382631413208,0.430152931560721
