Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11
0,-0.333748464563452,0.401756316713514,0.332054705376542,-0.105906819150849,-0.158322996360353,-0.268721921894222,0.293291699901326,0.253834556589773,-0.140722038549788,0.0486705940673664
0.015,-0.333744902482281,0.401764885288291,0.332061615913567,-0.105906819150849,-0.158322996360353,-0.268720900713323,0.293295734306252,0.253838018605793,-0.140722038549788,0.0486705940673664
0.03,-0.333726452713724,0.401783309796116,0.332079979858695,-0.105890082142238,-0.158313481329802,-0.268711754079742,0.293304837433213,0.25384706107233,-0.140713836405216,0.0486751984319865
0.045,-0.333710489053501,0.401799382937438,0.332096121519911,-0.105873914311297,-0.158297330040366,-0.26870377999542,0.293312839379471,0.253855070243513,-0.140705841131443,0.0486831587226418
0.06,-0.333695433758351,0.401814655819576,0.332111576802935,-0.10585831357726,-0.158281622427685,-0.268696112901487,0.293320591378382,0.253862888670779,-0.140697975464475,0.0486910518106484
0.075,-0.333681767608419,0.401828621213631,0.33212581338212,-0.105843835905404,-0.158266935686976,-0.268689028317816,0.293327807024866,0.253870219966352,-0.140690544832233,0.0486985646336458
0.09,-0.333669869712212,0.401840868128786,0.332138389068986,-0.105830953827635,-0.158253771672523,-0.268682762808826,0.293334234903984,0.253876798471853,-0.140683828448462,0.0487054051883579
0.105,-0.333659928722819,0.401851175673794,0.332149050573992,-0.105819953025474,-0.158242448283842,-0.26867745747079,0.293339717578855,0.253882450572845,-0.140678015853887,0.048711368346152
0.12,-0.333651956458077,0.401859503463894,0.33215772807533,-0.105810933488246,-0.158233096263119,-0.268673157719437,0.293344194115068,0.253887099564224,-0.14067319969499,0.0487163454313043
0.135,-0.333645819888156,0.401865962529091,0.332164509261692,-0.10580383213895,-0.158225678302067,-0.268669824623226,0.293347690643789,0.253890758202794,-0.140669381104061,0.048720320975225
0.15,-0.333641285206703,0.401870772651318,0.332169598290613,-0.105798461932742,-0.158220025930515,-0.268667355311607,0.293350301146661,0.25389351081195,-0.140666486140309,0.0487233578497764
0.165,-0.333638065431949,0.401874214790798,0.332173268590929,-0.105794558553735,-0.158215885494216,-0.268665607868347,0.293352162955764,0.253895489331191,-0.140664389064654,0.0487255748040347
0.18,-0.333635863493353,0.401876586702986,0.332175817294771,-0.105791826817547,-0.15821296512004,-0.268664425985371,0.293353431731803,0.253896848039632,-0.140662937723675,0.0487271211123026
0.195,-0.333634405066497,0.401878168195065,0.332177528727454,-0.105789978903722,-0.158210974569688,-0.268663659520679,0.293354260013663,0.253897741300456,-0.140661976529492,0.0487281529634166
0.21,-0.333633458962159,0.401879198574689,0.332178649711414,-0.105788761141189,-0.158209654050288,-0.268663178683967,0.293354781865385,0.253898307075382,-0.140661364031519,0.0487288148567064
0.225,-0.333632845153836,0.401879866667667,0.332179377585522,-0.105787968020302,-0.158208790279837,-0.268662881121363,0.293355104616428,0.253898657482875,-0.140660983540345,0.0487292278032204
0.24,-0.333632432773707,0.401880311352612,0.3321798591872,-0.105787444840447,-0.158208220834903,-0.268662692600255,0.293355307199508,0.253898876121019,-0.140660746852829,0.0487294845247615
0.255,-0.333632131509435,0.401880629301501,0.332180197634101,-0.105787081981865,-0.158207829568287,-0.268662562949805,0.293355443554022,0.253899020761211,-0.140660592319655,0.0487296505761031
0.27,-0.333631880048887,0.401880886259547,0.332180463240858,-0.105786804441407,-0.158207536687813,-0.268662459352035,0.293355549037836,0.253899129407086,-0.140660479195074,0.0487297695310499
0.285,-0.333631634717356,0.401881128598433,0.332180705197756,-0.105786560097023,-0.158207287035932,-0.268662359037792,0.293355647757297,0.253899227603712,-0.140660380397012,0.0487298701030975
0.3,-0.333631360503815,0.4018813927709,0.332180961469901,-0.105786309404481,-0.158207039426918,-0.268662243035601,0.293355759080808,0.253899335182439,-0.140660275564585,0.0487299732494831
0.315,-0.333631025563839,0.401881711395349,0.332181265460765,-0.1057860181672,-0.158206758866226,-0.268662092003623,0.2933559021951,0.253899471192214,-0.140660145767606,0.0487300978023558
0.33,-0.333630599263606,0.401882115750801,0.332181649058887,-0.105785653927576,-0.158206412372388,-0.268661884505972,0.293356098234231,0.253899656436859,-0.14065997056022,0.0487302638227637
0.345,-0.333630053063529,0.401882635279273,0.332182142551451,-0.105785185618169,-0.158205968170216,-0.268661597510311,0.293356370117397,0.253899913662924,-0.140659727429702,0.0487304935270193
0.36,-0.33362936311332,0.401883295177586,0.332182772431302,-0.105784585510887,-0.158205397367589,-0.268661208475004,0.293356740673576,0.253900265916658,-0.140659393187077,0.0487308101680706
0.375,-0.33362851333991,0.401884113303555,0.332183558321185,-0.105783832249606,-0.158204676918692,-0.268660698199193,0.293357229861978,0.253900733855645,-0.140658946543142,0.0487312355932529
0.39,-0.333627497988774,0.401885097480588,0.332184510138906,-0.10578291380808,-0.158203792686982,-0.268660053617225,0.293357851920448,0.253901332856442,-0.140658371024228,0.048731787323506
