Var1,Var2,Var3,Var4
0,0.741465658939032,-1.63317103984763,-0.762496958799977
0.015,0.699378960425568,-1.62987597177784,-0.803611657161709
0.03,0.656691182402786,-1.62545655242521,-0.844038688674658
0.045,0.613437489045801,-1.6199263930884,-0.883743743683147
0.06,0.569654433691045,-1.61330171704753,-0.922694422141416
0.075,0.525379146089416,-1.60559968348283,-0.960859151996983
0.09,0.480649318011071,-1.59683839019495,-0.998207261831517
0.105,0.435503177306321,-1.58703660400971,-1.03470902761537
0.12,0.38997944467267,-1.5762122597159,-1.07033570004662
0.135,0.344117287640435,-1.56438334148504,-1.10505953046343
0.15,0.297956272953064,-1.55160132939899,-1.13885379668987
0.165,0.251536318126278,-1.53786372782836,-1.17169282917331
0.18,0.204897642738462,-1.52319789334499,-1.20355203728085
0.195,0.158080719933725,-1.50762917926461,-1.23440793533911
0.21,0.111126228274434,-1.49118330248885,-1.26423816787937
0.225,0.0640750039765813,-1.47388657925319,-1.2930215336004
0.24,0.016967993451981,-1.45576595711655,-1.32073800768069
0.255,-0.0301537939581548,-1.43684900328113,-1.3473687622186
0.27,-0.077249333171913,-1.41716387908861,-1.37289618471634
0.285,-0.124277630564265,-1.39673930845366,-1.39730389463171
0.3,-0.171197771218332,-1.37560454273894,-1.42057675809207
0.315,-0.217968966226583,-1.353789323122,-1.44270090089369
0.33,-0.264550599990441,-1.33132384110342,-1.4636637198992
0.345,-0.31090227742697,-1.30823869770951,-1.48345389290543
0.36,-0.356983870965701,-1.28456486190523,-1.50206138699685
0.375,-0.402755567210015,-1.26033362867184,-1.51947746534452
0.39,-0.448177913145152,-1.23557657710204,-1.53569469237178
0.405,-0.493211861794002,-1.21032552873738,-1.55070693719406
0.42,-0.537818817246001,-1.18461250624615,-1.56450937525351
0.435,-0.581960679006915,-1.15846969243763,-1.5770984881019
0.45,-0.625599885633386,-1.13192938954771,-1.58847206132722
0.465,-0.66869945762372,-1.10502397871192,-1.59862918065939
0.48,-0.71122303953595,-1.07778587955877,-1.60757022631962
0.495,-0.75313494129808,-1.05024750989473,-1.61529686569223
0.51,-0.794400178666539,-1.02244124549792,-1.62181204439735
0.525,-0.834984512780171,-0.99439938007932,-1.62711997583047
0.54,-0.874854488750475,-0.966154085500245,-1.63122612921684
0.555,-0.913977473225339,-0.937737372350889,-1.63413721620837
0.57,-0.952321690863401,-0.909181050997456,-1.63586117603352
0.585,-0.989856259658671,-0.880516693198244,-1.63640715919812
0.6,-1.02655122505949,-0.851775594375857,-1.63578550972787
0.615,-1.06237759283118,-0.822988736617451,-1.63400774593957
0.63,-1.09730736061694,-0.794186752460464,-1.63108653972442
0.645,-1.13131354815665,-0.765399889509592,-1.62703569431517
0.66,-1.16437022612681,-0.736657975922421,-1.62187012047446
0.675,-1.19645254356843,-0.707990386796147,-1.61560581094296
0.69,-1.22753675387177,-0.679426011485426,-1.60825981269821
0.705,-1.25760023928927,-0.650993221880723,-1.59985019560715
0.72,-1.28662153394907,-0.622719841676789,-1.59039601188107
0.735,-1.31458034534376,-0.594633116661419,-1.57991721192599
0.75,-1.3414575742701,-0.566759686055072,-1.56843332068474
0.765,-1.36723533319696,-0.53912555493218,-1.55597121275168
0.78,-1.39189696304042,-0.511756067754783,-1.54254946247506
0.795,-1.41542704832618,-0.484675883048966,-1.52819254950441
0.81,-1.43781143072115,-0.457908949253618,-1.5129249815561
0.825,-1.45903722091749,-0.431478481770219,-1.49677199017664
0.84,-1.47909280885452,-0.405406941240734,-1.47975953133852
0.855,-1.4979678722662,-0.379716013078775,-1.46191425596946
0.87,-1.51565338354442,-0.354426588276617,-1.44326347458535
0.885,-1.53214161491162,-0.329558745507741,-1.42383511988504
0.9,-1.54742614189982,-0.305131734541345,-1.40365770829254
0.915,-1.56150184513654,-0.281163960981903,-1.38276030078846
0.93,-1.57436491044209,-0.257672972343669,-1.36117246318687
0.945,-1.58601282724599,-0.234675445467041,-1.33892422595089
0.96,-1.59644438533362,-0.212187175281215,-1.31604604361804
0.975,-1.60565966993685,-0.190223064915428,-1.29256875389879
0.99,-1.61366005518502,-0.168797117159451,-1.26852353651064
1.005,-1.62044819593438,-0.147922427272523,-1.24394187181084
1.02,-1.62602801799657,-0.127611177138746,-1.21885549929259
1.035,-1.63040470678813,-0.107874630765648,-1.19329637601011
1.05,-1.63358469442618,-0.0887231311213212,-1.16729663499878
1.065,-1.63557564529812,-0.0701660983039903,-1.14088854375566
1.08,-1.63638644013779,-0.0522120290361352,-1.11410446284423
1.095,-1.63602715864742,-0.0348684974734189,-1.08697680468603
1.11,-1.63450906071494,-0.0181421573166288,-1.05953799259929
1.125,-1.63184456629447,-0.00203874521280185,-1.03182042014334
1.14,-1.62804723405205,0.013436914570374,-1.00385641082547
1.155,-1.62313173895027,0.028280904214761,-0.975678178225852
1.17,-1.61711384911207,0.0424902051864144,-0.947317786594458
1.185,-1.61001040274724,0.0560626898563449,-0.91880711197296
1.2,-1.60183928731514,0.0689971119308921,-0.890177803893287
1.215,-1.59261942865108,0.0812930957169559,-0.861461247703081
1.23,-1.58237083107436,0.0929511242490733,-0.832688527566832
1.245,-1.57111528761954,0.103972526307033,-0.803890390189694
1.26,-1.55888405695591,0.114359462354404,-0.775097209309157
1.275,-1.54567750038028,0.124114909429853,-0.746338950998118
1.29,-1.53153067670928,0.133242645025311,-0.717645139819089
1.305,-1.5164676599244,0.141747229984785,-0.689044825872665
1.32,-1.50051344666529,0.149633990461236,-0.66056655277464
1.335,-1.48369380787686,0.156908998968255,-0.632238326600317
1.35,-1.46603523209404,0.16357905456505,-0.604087585831
1.365,-1.44756488210627,0.169651662214003,-0.576141172336981
1.38,-1.42831055455849,0.175135011350773,-0.548425303430235
