Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11
0,-0.0568946234449608,-0.0406681604801309,-0.264579416611718,-0.108003786210308,-0.0630597527689959,0.103302208712554,0.0787419477011531,0.39171033822206,0.372588267588059,-0.201681092737597
0.015,-0.056894515422809,-0.0406680517336826,-0.264579343233943,-0.108003777902157,-0.0630597527689959,0.103318060180526,0.0787551271816276,0.391718832376418,0.372588216869476,-0.201681092737597
0.03,-0.056894598409212,-0.0406680614391429,-0.264579286035131,-0.108003667821721,-0.0630596878257062,0.103369402691146,0.0788048367372754,0.391766756766591,0.372632373693519,-0.201658654869479
0.045,-0.0568945788047754,-0.0406680430339202,-0.264579268963071,-0.108003652231592,-0.0630596737386203,0.103413910297658,0.0788485073362675,0.391809441378582,0.372673924030135,-0.201618383145364
0.06,-0.0568939545671834,-0.0406675103283249,-0.264578825734121,-0.108003295776111,-0.0630594007684433,0.103461698878264,0.0788958932868299,0.391856269637507,0.372720038969021,-0.201573136013259
0.075,-0.0568921169261415,-0.0406658653076696,-0.264577373110099,-0.108002033926127,-0.0630583266831586,0.103510192743894,0.0789444367374394,0.391904713349592,0.372768230482405,-0.201525351506386
0.09,-0.0568884933984904,-0.0406625218410543,-0.264574315573598,-0.107999266113013,-0.0630558502835593,0.103556810017228,0.0789915162894123,0.391952121879471,0.372815829634491,-0.201477704532304
0.105,-0.0568826954285175,-0.0406570541107178,-0.264569193559459,-0.107994502771091,-0.0630514559605773,0.103599370429152,0.0790348666815626,0.391996152233541,0.372860423636878,-0.201432669050153
0.12,-0.0568746358808411,-0.0406493211377046,-0.264561814120374,-0.10798750121865,-0.063044853873951,0.103636307019269,0.0790728087001691,0.392035016684797,0.372900120679783,-0.201392235818302
0.135,-0.0568645876266437,-0.0406395367440672,-0.264552331689384,-0.10797835658688,-0.0630360803598317,0.103666762007428,0.0791043643806807,0.392067617413087,0.372933704038109,-0.201357738873457
0.15,-0.0568531651122356,-0.0406282643928515,-0.264541256069329,-0.107967522757792,-0.0630255315417347,0.103690572481212,0.0791292601010056,0.392093567531466,0.372960671511166,-0.201329797249716
0.165,-0.0568412282288053,-0.0406163331183381,-0.264529380839411,-0.107955753569342,-0.0630139175665663,0.103708165125525,0.0791478346060195,0.39211311320309,0.372981172403197,-0.201308362390758
0.18,-0.0568297271396674,-0.0406046900450626,-0.264517644496784,-0.107943973422955,-0.0630021434328852,0.103720389452288,0.0791608800707135,0.392126983485172,0.372995867079687,-0.20129284796406
0.195,-0.0568195235733366,-0.0405942226480288,-0.264506954947126,-0.107933105218781,-0.0629911415278274,0.103728324349426,0.0791694505191688,0.39213620159989,0.3730057420664,-0.20128230996254
0.21,-0.0568112328586676,-0.0405855943796204,-0.264498019982538,-0.107923896961897,-0.06298169564284,0.103733092808437,0.0791746728838875,0.392141893207206,0.373011916429701,-0.201275641312682
0.225,-0.0568051272380379,-0.040579135765637,-0.264491227022285,-0.107916791099377,-0.0629743009346752,0.103735713934011,0.0791775911966064,0.392145123409643,0.373015472266018,-0.201271747196959
0.24,-0.0568011242490999,-0.0405748182650597,-0.26448660262293,-0.107911869986856,-0.0629690957815097,0.103737010222497,0.0791790640540373,0.392146784672598,0.373017333404362,-0.201269675186387
0.255,-0.0567988589794576,-0.0405723140243172,-0.264483859160844,-0.107908889055533,-0.0629658811222089,0.103737573864233,0.0791797215275561,0.392147544218683,0.373018203228543,-0.20126868698318
0.27,-0.0567978143580222,-0.0405711193168467,-0.264482510320176,-0.107907383322698,-0.0629642170497271,0.10373778234255,0.0791799737686255,0.392147845220337,0.373018558087349,-0.201268273110504
0.285,-0.0567974679918898,-0.0405707018679518,-0.264482017665511,-0.107906811970977,-0.0629635641686972,0.103737844812538,0.0791800537803229,0.392147945424494,0.373018681251939,-0.201268124118409
0.3,-0.0567974121557514,-0.0405706280145002,-0.264481923984562,-0.107906696822571,-0.0629634260951698,0.103737858730437,0.0791800736739774,0.392147972557756,0.373018716980587,-0.201268078353847
0.315,-0.056797414572825,-0.0405706348167846,-0.264481936251352,-0.107906715580285,-0.0629634523104334,0.103737860289067,0.0791800769685461,0.392147978188441,0.373018725615074,-0.201268065982783
0.33,-0.0567974064526751,-0.0405706302170347,-0.264481937994832,-0.107906726406896,-0.0629634748596703,0.103737859649313,0.079180076606012,0.392147978428051,0.373018726841596,-0.201268063325085
