idx,yp,yy,mp,my,np,ny,epp,epy,ep,ey,up,uy,kpp,kpi,kpd,kyp,kyi,kyd,r,td,x
0,-30,0,-40.1070456591576,0,0,0,10.1070456591576,0,-40.1070456591576,0,0,0,85,0.425,8.5,85,0.425,8.5,0.245,0.243999220189009,-0.100077981099103
0.015,-30,0,-40.1559522597826,0.00597231922248837,1490.70830534312,-2095.94932626886,10.1559522597826,-0.00597231922248837,-1530.8642576029,2095.95529858809,15.1210038449849,0,85.0071187937765,0.425526393521211,7.68985182192697,85.0038335453899,0.42500383354539,8.5038335453899,48.6364181366614,63.7429407411607,-72.6177058297775
0.03,-30,0,-40.091743803109,0.0623418198002269,1655.69315568574,-2345.0108177837,10.091743803109,-0.0623418198002269,-1695.78489948885,2345.0731596035,15.3436118982349,-0.0529215187372117,84.9738345496735,0.427193428006887,7.65863114238718,85.0466106235203,0.425092268184683,8.51866975337546,64.2095816466901,191.654341896314,-93.6295355805912
0.045,-30,0,-39.8677030180968,0.173919797834038,1648.54937940489,-2351.15816047532,9.86770301809681,-0.173919797834038,-1688.41708242299,2351.33208027316,15.3192549001762,-0.191290781280373,84.8600595072242,0.428711016563428,7.63255203066578,85.1272654308329,0.425380146495494,8.5316681282853,66.9330212507237,162.660570595571,-99.7711572289437
0.06,-30,0,-39.5039608437407,0.336101484496927,1596.80444485136,-2293.71487218831,9.50396084374066,-0.336101484496927,-1636.3084056951,2294.05097367281,15.0715002132886,-0.41068811948313,84.6801321573597,0.430142316001944,7.61074669772201,85.2422541604589,0.425972111822454,8.54320273815988,65.8925991367668,165.519220494506,-100.9294735979
0.075,-30,0,-39.0252405079508,0.542701593259585,1513.67242007865,-2190.32834450842,9.0252405079508,-0.542701593259585,-1552.6976605866,2190.87104610168,14.632758417397,-0.704103585652202,84.4543677414392,0.431444345599138,7.59403867047024,85.3829077320783,0.426932755789268,8.55276923233274,62.0300478549896,161.425473947378,-97.9179310806903
0.09,-30,0,-38.4593722363577,0.786227130445295,1404.99393507693,-2048.45373833082,8.4593722363577,-0.786227130445295,-1443.45330731329,2049.23996546127,14.0413101011472,-1.06229030585892,84.2052206946804,0.432588658764676,7.58263301081344,85.5388335379018,0.428280808712601,8.56008817633925,55.8938658061229,151.037655436291,-91.1988393111302
0.105,-30,0,-37.8357828448639,1.05818978392233,1277.27586886022,-1876.72031703716,7.8357828448639,-1.05818978392233,-1315.11165170508,1877.77850682108,13.3388344785472,-1.47412522366171,83.9541177502474,0.433561789867727,7.57618421138599,85.6992946733314,0.429987930095625,8.56511151722664,48.2200221534544,135.674196900761,-81.6003475577991
0.12,-30,0,-37.1840321217311,1.34944308836621,1137.35059396964,-1684.48503088619,7.18403212173106,-1.34944308836621,-1174.53462609137,1685.83447397455,12.5680856339957,-1.92703482270366,83.7189585741668,0.434363821299895,7.57393331349033,85.8544697253767,0.431984833740778,8.56799714107905,39.8176905019743,117.056274271564,-70.1797506386841
0.135,-30,0,-36.5324596798775,1.6505295012958,991.970592919028,-1481.26614147182,6.53245967987752,-1.6505295012958,-1028.50305259891,1482.91667097312,11.7708304603773,-2.40747219628791,83.5125626318956,0.435005646413247,7.57488013013509,85.9964263013515,0.434173088365807,8.56905955873879,31.4504899996925,97.0323786419409,-58.05311707812
0.15,-30,0,-35.9069964208835,1.95202271713872,847.448213300258,-1276.21513212061,5.90699642088351,-1.95202271713872,-883.355209721142,1278.16715483775,10.9861011267515,-2.90142536291081,83.3421350927671,0.435505565232924,7.57795695359205,86.1197067605324,0.436440195090793,8.56870732366561,23.7413443540769,77.3139099816967,-46.2353255824947
0.165,-30,0,-35.3301831445323,2.2448513218622,709.362653435784,-1077.66529584101,5.3301831445323,-2.2448513218622,-744.692836580316,1079.91014716288,10.2487723730279,-3.39493178472445,83.2096395478065,0.435885828067525,7.58217599591226,86.2214989473513,0.438675302861342,8.56737837615165,17.1150280176902,59.2696528475006,-35.5204352219881
0.18,-30,0,-34.8204260293269,2.52059130341616,582.345596334549,-892.780505974563,4.82042602932689,-2.52059130341616,-617.166022363876,895.301097277979,9.58845459252455,-3.8745720651953,83.1128356253188,0.436169617528612,7.58673255456635,86.3014322333945,0.440783142367602,8.56548313406215,11.7824677500695,43.8089363339612,-26.4188588055944
0.195,-30,0,-34.3915053648106,2.77171699443179,469.948416366447,-727.314035881629,4.39150536481061,-2.77171699443179,-504.339921731257,730.085752876061,9.02869239179297,-4.32791734440434,83.0466772561955,0.436378779483115,7.59105690911505,86.3610897219241,0.442694333088459,8.56336236692689,7.76183162297649,31.3599079552117,-19.1529115149195
0.21,-30,0,-34.0523406127243,2.99180262907601,374.587457105496,-585.476300636362,4.05234061272427,-2.99180262907601,-408.63979771822,588.468103265438,8.58646503543279,-4.74390955937719,83.0047699394869,0.436532421542629,7.59481802777981,86.4033555347534,0.444371001019048,8.56126339202196,4.92539248863521,21.9291047260503,-13.7002745237626
0.225,-30,0,-33.8070021940146,3.17566962536033,297.559218507912,-469.90267519494,3.80700219401463,-3.17566962536033,-331.366220701927,473.078344820301,8.27199006521326,-5.11316034092424,82.9806396251279,0.4366463293842,7.59788969881277,86.4317208605129,0.445807481442786,8.55933463232711,3.05871318332096,15.2156317256932,-9.86780675645345
0.24,-30,0,-33.6549489479305,3.31947768183429,239.11430411368,-381.707986584095,3.65494894793051,-3.31947768183429,-272.76925306161,385.027464265929,8.08882848919655,-5.4281614503196,82.9686520153314,0.436733030409393,7.6002938491829,86.4496570594963,0.447026633265926,8.55763568055634,1.91938004243662,10.7485844865871,-7.37605034712901
0.255,-30,0,-33.5914605701633,3.42076055192142,198.577528873697,-320.61218852498,3.59146057016333,-3.42076055192142,-232.16898944386,324.032949076901,8.03427841734794,-5.68340608777542,82.9645174985034,0.436802271742452,7.60213648245481,86.4601345337042,0.448072855761963,8.55615811362262,1.28533123487939,8.01855548876034,-5.9367692685655
0.27,-30,0,-33.6082270002488,3.47840975843924,174.501293163313,-285.121125270728,3.60822700024878,-3.47840975843924,-208.109520163562,288.599535029168,8.10002711249147,-5.87542540194728,82.9654041790449,0.436861673579412,7.60354942238126,86.4653295098698,0.449003217419753,8.55485153880502,0.986753679979064,6.58101873661308,-5.31064542035045
0.285,-30,0,-33.6940520334054,3.49261145538485,164.839632312356,-272.746270175211,3.69405203340544,-3.49261145538485,-198.533684345761,276.238881630596,8.27301422304583,-6.00274793386333,82.9697456278766,0.436917357814943,7.60464688956305,86.466524423507,0.449878169230322,8.55364963788683,0.919654868623826,6.11886858906444,-5.3384680829976
0.3,-30,0,-33.8356265230417,3.46474312248884,167.130880531669,-280.247441741738,3.83562652304169,-3.46474312248884,-200.966507054711,283.712184864227,8.53644610567172,-6.06579180097043,82.9768641594091,0.436974418229133,7.60550103462942,86.4641770195841,0.450753151191958,8.55249205602254,1.04283446328347,6.46133209285578,-5.94544684818566
0.315,-30,0,-34.0183273434286,3.39723781012354,178.680050954129,-303.885269314677,4.01832734342862,-3.39723781012354,-212.698378297558,307.2825071248,8.87089528560669,-6.06670060893787,82.9865347954457,0.437037173939291,7.60613598981357,86.4581123667457,0.451672075695702,8.55133951530284,1.36257769605818,7.56506596785104,-7.12354637071663
0.33,-30,0,-34.2270015050621,3.29342426001242,196.726157312505,-339.664075934443,4.22700150506213,-3.29342426001242,-230.953158817567,342.957500194456,9.25542049515819,-6.00913476770973,82.9985952068921,0.437109215046362,7.60653655952861,86.447782224214,0.45266325268209,8.55018118444215,1.9107085751838,9.46926568459317,-8.90007950888499
