Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11
0,0.496372918256279,0.258635809460077,-0.458972004017671,-0.331846803231261,-0.20768268654704,0.425037129685797,0.0293925259547561,0.117937597413808,0.110444434603013,-0.291399271487135
0.015,0.496381269656802,0.258641542633786,-0.458969539091085,-0.331846803231261,-0.20768268654704,0.42504626265512,0.0293989164706744,0.117940292167434,0.110444434603013,-0.291399271487135
0.03,0.496387418885012,0.258647389973568,-0.458964001307844,-0.331841806930783,-0.207680131952282,0.425050177036199,0.0294028168736938,0.117944171837888,0.110448063688454,-0.291397851023415
0.045,0.496392427145234,0.258652214442448,-0.458959371527417,-0.331837381704528,-0.207675919980389,0.425051726634166,0.0294043726457385,0.117945730408859,0.110449621588277,-0.291396297320861
0.06,0.496397741977487,0.258657388059624,-0.458954352170938,-0.331832528916327,-0.207671245237695,0.425052957230033,0.0294056159938829,0.117946984054824,0.110450882970849,-0.291395030860671
0.075,0.496403132718081,0.258662684685972,-0.458949163647291,-0.331827462061916,-0.207666313100433,0.425053915566042,0.0294065900805231,0.117947972195848,0.110451883364205,-0.291394020117132
0.09,0.496408323795616,0.258667828658669,-0.458944080402726,-0.331822453052608,-0.207661391624684,0.425054618130107,0.0294073083299607,0.11794870507725,0.110452629731715,-0.291393261498999
0.105,0.496413079472286,0.258672578419643,-0.458939348714929,-0.331817751737522,-0.207656733042541,0.425055096824485,0.0294078004638128,0.11794921008683,0.110453146981407,-0.291392732715792
0.12,0.496417232527062,0.258676756959241,-0.458935154639644,-0.331813552404307,-0.207652538992343,0.425055393504736,0.0294081071391931,0.117949526520443,0.110453472887196,-0.29139239767321
0.135,0.496420697826182,0.258680267678654,-0.458931605914985,-0.331809973524926,-0.207648938196449,0.425055553429873,0.0294082733220349,0.117949698904216,0.110453651386713,-0.291392213172063
0.15,0.496423471114513,0.258683095426418,-0.458928728647686,-0.331807052147629,-0.207645978557314,0.425055619705185,0.0294083425305627,0.117949771056215,0.110453726480174,-0.291392135151819
0.165,0.496425615272511,0.258685294479258,-0.458926477504048,-0.331804752166356,-0.207643633423787,0.425055629318106,0.0294083526058478,0.117949781599752,0.110453737496052,-0.291392123661396
0.18,0.496427238582002,0.258686967702777,-0.458924755510134,-0.331802982942713,-0.207641818901892,0.425055610985699,0.0294083332848977,0.11794976126121,0.110453716114139,-0.291392146108939
0.195,0.496428470650178,0.258688242452431,-0.458923438027363,-0.331801623010577,-0.207640417140764,0.425055584705719,0.0294083055159407,0.117949731941746,0.11045368518687,-0.291392178696629
0.21,0.496429441398276,0.258689248748802,-0.458922395275608,-0.331800543176455,-0.207639299883777,0.425055562656648,0.0294082821930551,0.117949707274654,0.110453659108057,-0.291392206251357
0.225,0.49643026712108,0.258690104026141,-0.458921508834634,-0.331799624200988,-0.207638347251589,0.425055550954124,0.0294082698306632,0.117949694205046,0.110453645284884,-0.291392220873171
0.24,0.496431045502263,0.25869090671375,-0.458920679497232,-0.331798766078003,-0.207637458429257,0.425055551745987,0.0294082706557881,0.117949695068022,0.110453646190355,-0.291392219920525
0.255,0.496431859180932,0.258691738609198,-0.458919826143955,-0.331797888204739,-0.20763655317198,0.425055565197788,0.0294082846524568,0.117949709684044,0.110453661501117,-0.291392203839076
0.27,0.496432785531723,0.25869267397904,-0.458918877411499,-0.331796921905585,-0.207635565266343,0.425055591052469,0.0294083112173145,0.117949737106671,0.110453689932857,-0.291392174243728
0.285,0.496433909125645,0.258693791987278,-0.458917759396655,-0.331795798369073,-0.207634430801021,0.425055629604537,0.0294083502409216,0.117949776811111,0.11045373053568,-0.291392132517447
0.3,0.496435333052453,0.258695188611819,-0.458916383231608,-0.331794435805006,-0.207633074999581,0.425055682076265,0.0294084025802492,0.117949829266189,0.110453783368347,-0.291392079032363
0.315,0.496437185860203,0.25869698465172,-0.458914636061813,-0.331792729466836,-0.207631401353095,0.42505575049698,0.0294084700082583,0.117949895959215,0.110453849603254,-0.291392012960068
0.33,0.496439622079884,0.258699327554128,-0.458912377926579,-0.331790547256856,-0.207629285974399,0.425055837253572,0.0294085548016563,0.117949979026456,0.11045393120514,-0.291391932539142
0.345,0.496442815825507,0.258702386284229,-0.458909445586047,-0.331787732223235,-0.207626578744992,0.425055944500329,0.0294086591553029,0.117950080676971,0.110454030369398,-0.291391835617144
0.36,0.496446948445798,0.258706339975256,-0.4589056628052,-0.331784111714557,-0.20762311128128,0.425056073596808,0.0294087845980036,0.117950202589815,0.110454148904458,-0.29139172027899
0.375,0.496452192360217,0.258711362323172,-0.458900855312841,-0.331779511606102,-0.207618710343669,0.42505622469695,0.0294089315422043,0.117950345426079,0.110454287708254,-0.291391585403682
