Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10
0,1,-1,0.366346060339659,-1,1,-1,-0.184419956172934,0.557435785605896,1
0.015,1.00001250628831,-1.0000018406132,0.36635810701203,-1.0000087113266,1.00000139958186,-1.00000837545979,-0.184417986683254,0.557435526466346,1.00000190123175
0.03,1.00005212695399,-1.00000681415128,0.366396387163248,-1.00003322586793,1.00000473150325,-1.00003202576584,-0.184399036267316,0.557433424532668,1.00002024786768
0.045,1.00008875879388,-1.00001029687747,0.366431930687582,-1.00005613957572,1.00000714438649,-1.00005422704441,-0.184379863497124,0.557431858791341,1.00003888594679
0.06,1.00012382679575,-1.00001259111739,0.366466097449457,-1.00007833477021,1.00000882072705,-1.00007582189681,-0.184360216432801,0.557430834866268,1.00005806326846
0.075,1.00015601604974,-1.00001374857189,0.366497586510424,-1.00009893864473,1.00000976780312,-1.00009595039394,-0.184341592244951,0.557430410255538,1.00007631501649
0.09,1.00018437739995,-1.00001393715607,0.366525441103578,-1.00011728511156,1.00001007167486,-1.00011394542633,-0.184325320411071,0.557430513778854,1.00009232399368
0.105,1.00020838016333,-1.00001339699165,0.366549106486754,-1.00013296320932,1.00000987298007,-1.00012938347094,-0.18431219682225,0.557430978006169,1.00010528503816
0.12,1.00022790000524,-1.00001239137503,0.366568424875622,-1.00014582383243,1.00000933601962,-1.00014209559898,-0.184302416107774,0.557431606471051,1.00011498072202
0.135,1.00024315729464,-1.00001116438866,0.366583580561572,-1.00015595106949,1.00000862003643,-1.00015214323188,-0.184295674573605,0.557432233724042,1.00012168805395
0.15,1.00025462387416,-1.00000991164138,0.366595011995766,-1.00016360816403,1.00000785774816,-1.00015976781275,-0.184291372205855,0.5574327576784,1.00012598390362
0.165,1.00026291816926,-1.00000876648563,0.366603310219691,-1.00016917104716,1.00000714365754,-1.00016532684327,-0.184288824537323,0.557433141175613,1.00012853665112
0.18,1.00026870651849,-1.00000780032078,0.366609121544239,-1.00017306220016,1.00000653197804,-1.00016922894526,-0.184287418616806,0.557433393311428,1.00012995025503
0.195,1.00027262380865,-1.00000703308163,0.366613067954487,-1.00017569494906,1.00000604201155,-1.00017187824344,-0.184286689255972,0.557433545217866,1.00013068611536
0.21,1.0002752204359,-1.00000644894945,0.366615692828036,-1.0001774342773,1.00000566779517,-1.00017363450496,-0.184286327631394,0.557433631067243,1.0001310522035
0.225,1.00027693666554,-1.00000601255682,0.366617433620321,-1.00017857600171,1.00000538875849,-1.00017479126928,-0.184286151156795,0.557433678149147,1.00013123146126
0.24,1.00027810067284,-1.00000568212588,0.366618618281839,-1.00017934257655,1.00000517877691,-1.00017557057504,-0.184286062217647,0.557433704522684,1.00013132210848
0.255,1.00027894351378,-1.00000541763001,0.366619478974925,-1.00017989138118,1.00000501206084,-1.0001761303813,-0.184286012646028,0.557433720718103,1.00013137280308
0.27,1.00027962314729,-1.00000518375097,0.366620175344483,-1.00018033026039,1.00000486547181,-1.00017657957112,-0.184285979632546,0.557433732515297,1.00013140667886
0.285,1.00028025017893,-1.00000494874631,0.366620819979576,-1.00018073519426,1.00000471783838,-1.00017699541532,-0.184285951826952,0.557433743315141,1.00013143530743
0.3,1.0002809097351,-1.00000468111771,0.366621500327541,-1.00018116596689,1.00000454747917,-1.00017743928143,-0.1842859220004,0.557433755836479,1.00013146612062
0.315,1.00028167621328,-1.00000434612057,0.36662229361151,-1.00018167720992,1.00000432935761,-1.0001779678269,-0.184285882980574,0.557433773453478,1.00013150656678
0.33,1.00028262000931,-1.00000390377315,0.366623273669165,-1.00018232379761,1.00000403312758,-1.00017863852607,-0.184285824785438,0.55743380158904,1.00013156709107
0.345,1.00028380724054,-1.00000330930478,0.366624510613938,-1.00018316098395,1.00000362289137,-1.00017950982108,-0.184285732065599,0.557433849414661,1.00013166384331
0.36,1.00028529473669,-1.00000251615493,0.366626065534137,-1.00018424066636,1.0000030589299,-1.00018063722994,-0.184285581936656,0.557433931772536,1.00013182101835
0.375,1.00028712303064,-1.0000014809184,0.366627983037983,-1.00018560564087,1.00000230113093,-1.00018206720342,-0.184285342995361,0.557434070804159,1.00013207201505
0.39,1.00028931000143,-1.00000016909885,0.366630284469456,-1.0001872838647,1.00000131336471,-1.00018383130332,-0.18428497644703,0.557434296499149,1.00013245835775
0.405,1.00029184675734,-0.999998560604781,0.366632963050169,-1.00018928387522,1.00000006814565,-1.00018594076962,-0.184284440256334,0.55743464515254,1.00013302542543
0.42,1.00029469713637,-0.999996653679914,0.366635983083271,-1.00019159281147,0.999998550457045,-1.00018838437393,-0.184283695759763,0.55743515547414,1.00013381549546
0.435,1.00029780067243,-0.99999446666728,0.366639282701929,-1.00019417705032,0.999996760239708,-1.00019112875542,-0.184282715486801,0.557435862683158,1.00013485938134
0.45,1.00030107847418,-0.999992037292397,0.366642779774538,-1.00019698532555,0.999994713115254,-1.00019412144074,-0.184281490076164,0.557436791846965,1.00013616889157
0.465,1.00030444091294,-0.999989419663996,0.36664637984047,-1.00019995367788,0.999992439305903,-1.00019729586616,-0.184280032251189,0.557437952183038,1.00013773230517
